clip,mos,source,severity,freq_hz
video518.mp4,54.5,1369.mp4,0.4553,5.21
video519.mp4,100.0,1944.mp4,0.0000,0.00
video520.mp4,35.7,1944.mp4,0.6428,6.73
video521.mp4,100.0,0375.mp4,0.0000,0.00
video522.mp4,51.3,0375.mp4,0.4868,3.20
video523.mp4,100.0,0791.mp4,0.0000,0.00
video524.mp4,33.9,0791.mp4,0.6611,3.65
video525.mp4,100.0,1679.mp4,0.0000,0.00
video526.mp4,28.1,1679.mp4,0.7186,3.54
video527.mp4,100.0,1505.mp4,0.0000,0.00
video528.mp4,53.9,1505.mp4,0.4613,4.00
video529.mp4,100.0,0018.mp4,0.0000,0.00
video530.mp4,84.6,0018.mp4,0.1539,6.69
video531.mp4,100.0,0158.mp4,0.0000,0.00
video532.mp4,14.4,0158.mp4,0.8557,6.59
video533.mp4,100.0,0333.mp4,0.0000,0.00
video534.mp4,70.4,0333.mp4,0.2962,7.92
video535.mp4,100.0,3566.mp4,0.0000,0.00
video536.mp4,26.6,3566.mp4,0.7344,7.88
video537.mp4,100.0,4326.mp4,0.0000,0.00
video538.mp4,82.9,4326.mp4,0.1712,7.46
video539.mp4,100.0,1943.mp4,0.0000,0.00
video540.mp4,64.2,1943.mp4,0.3581,3.91
video541.mp4,100.0,3472.mp4,0.0000,0.00
video542.mp4,76.4,3472.mp4,0.2358,3.07
video543.mp4,100.0,3026.mp4,0.0000,0.00
video544.mp4,73.4,3026.mp4,0.2658,5.83
video545.mp4,100.0,3586.mp4,0.0000,0.00
video546.mp4,48.2,3586.mp4,0.5183,6.90
video547.mp4,100.0,4470.mp4,0.0000,0.00
video548.mp4,76.6,4470.mp4,0.2343,4.13
video549.mp4,100.0,3031.mp4,0.0000,0.00
video550.mp4,78.8,3031.mp4,0.2116,3.86
video551.mp4,100.0,1875.mp4,0.0000,0.00
video552.mp4,29.0,1875.mp4,0.7101,5.00
video553.mp4,100.0,0762.mp4,0.0000,0.00
video554.mp4,17.0,0762.mp4,0.8298,3.19
video555.mp4,100.0,2882.mp4,0.0000,0.00
video556.mp4,50.8,2882.mp4,0.4916,7.25
video557.mp4,100.0,2115.mp4,0.0000,0.00
video558.mp4,63.4,2115.mp4,0.3659,4.86
video559.mp4,100.0,3048.mp4,0.0000,0.00
video560.mp4,12.1,3048.mp4,0.8786,4.87
video561.mp4,100.0,1365.mp4,0.0000,0.00
video562.mp4,15.1,1365.mp4,0.8494,3.57
video563.mp4,100.0,0150.mp4,0.0000,0.00
video564.mp4,64.5,0150.mp4,0.3550,6.35
video565.mp4,100.0,0668.mp4,0.0000,0.00
video566.mp4,49.0,0668.mp4,0.5098,3.26
video567.mp4,100.0,4074.mp4,0.0000,0.00
video568.mp4,32.1,4074.mp4,0.6787,6.69
video569.mp4,100.0,0823.mp4,0.0000,0.00
video570.mp4,42.9,0823.mp4,0.5712,5.56
video571.mp4,100.0,3718.mp4,0.0000,0.00
video572.mp4,81.9,3718.mp4,0.1809,4.28
video573.mp4,100.0,2364.mp4,0.0000,0.00
video574.mp4,29.5,2364.mp4,0.7052,6.06
video575.mp4,100.0,2844.mp4,0.0000,0.00
video576.mp4,42.6,2844.mp4,0.5744,6.04
video577.mp4,100.0,3826.mp4,0.0000,0.00
video578.mp4,65.6,3826.mp4,0.3435,6.51
video579.mp4,100.0,4399.mp4,0.0000,0.00
video580.mp4,19.4,4399.mp4,0.8061,5.27
video581.mp4,100.0,2675.mp4,0.0000,0.00
video582.mp4,74.2,2675.mp4,0.2584,5.55
video583.mp4,100.0,0329.mp4,0.0000,0.00
video584.mp4,82.3,0329.mp4,0.1775,5.54
video585.mp4,100.0,0241.mp4,0.0000,0.00
video586.mp4,20.9,0241.mp4,0.7906,5.59
video587.mp4,100.0,0382.mp4,0.0000,0.00
video588.mp4,56.0,0382.mp4,0.4402,6.45
video589.mp4,100.0,2913.mp4,0.0000,0.00
video590.mp4,54.0,2913.mp4,0.4600,3.54
video591.mp4,100.0,4433.mp4,0.0000,0.00
video592.mp4,24.1,4433.mp4,0.7593,5.05
video593.mp4,100.0,1128.mp4,0.0000,0.00
video594.mp4,39.9,1128.mp4,0.6006,4.46
video595.mp4,100.0,3367.mp4,0.0000,0.00
video596.mp4,47.1,3367.mp4,0.5295,3.70
video597.mp4,100.0,0206.mp4,0.0000,0.00
video598.mp4,61.3,0206.mp4,0.3870,3.49
video599.mp4,100.0,2085.mp4,0.0000,0.00
video600.mp4,54.0,2085.mp4,0.4597,6.90
